Descripcion de la mercancia,Resultado,timestamp
MAQUINA DISPENSADORA CON ACCESORIOS,"### 🟢 AUTO-SUGERIDA  (umbral 0.91)
**Fracciones sugeridas (subpartida HS, 6 digitos):**
1. `400911`  —  100.0%
2. `853710`  —  0.0%
3. `830230`  —  0.0%

**Motivos:** accesorios
_Texto procesado:_ maquina dispensadora accesorios",2026-06-28 12:00:13.911628
